edicao,coluna,tipo,pct_nulo,classificacao_nulo
2023-2024,plataformas_de_machine_learning_tensorflow_azure_machine_learning_kubeflow_etc,binaria_multiselect,85.9,grupo_nao_exibido_ao_respondente
2023-2024,feature_store_feast_hopsworks_aws_feature_store_databricks_feature_store_etc,binaria_multiselect,85.9,grupo_nao_exibido_ao_respondente
2023-2024,sistemas_de_controle_de_versao_github_dvc_neptune_gitlab_etc,binaria_multiselect,85.9,grupo_nao_exibido_ao_respondente
2023-2024,plataformas_de_data_apps_streamlit_shiny_plotly_dash_etc,binaria_multiselect,85.9,grupo_nao_exibido_ao_respondente
2023-2024,ferramentas_de_estatistica_avancada_como_spss_sas_etc,binaria_multiselect,85.9,grupo_nao_exibido_ao_respondente
2023-2024,motivos_que_levam_a_empresa_a_nao_usar_ai_genrativa_e_llms_falta_de_compreensao_dos_casos_de_uso,binaria_multiselect,84.5,grupo_nao_exibido_ao_respondente
2023-2024,motivos_que_levam_a_empresa_a_nao_usar_ai_genrativa_e_llms_falta_de_confiabilidade_das_saidas_alucinacao_dos_modelos,binaria_multiselect,84.5,grupo_nao_exibido_ao_respondente
2023-2024,motivos_que_levam_a_empresa_a_nao_usar_ai_genrativa_e_llms_incerteza_em_relacao_a_regulamentacao,binaria_multiselect,84.5,grupo_nao_exibido_ao_respondente
2023-2024,motivos_que_levam_a_empresa_a_nao_usar_ai_genrativa_e_llms_preocupacoes_com_seguranca_e_privacidade_de_dados,binaria_multiselect,84.5,grupo_nao_exibido_ao_respondente
2023-2024,motivos_que_levam_a_empresa_a_nao_usar_ai_genrativa_e_llms_retorno_sobre_investimento_roi_nao_comprovado_de_ia_generativa,binaria_multiselect,84.5,grupo_nao_exibido_ao_respondente
2023-2024,motivos_que_levam_a_empresa_a_nao_usar_ai_genrativa_e_llms_dados_da_empresa_nao_estao_prontos_para_uso_de_ia_generativa,binaria_multiselect,84.5,grupo_nao_exibido_ao_respondente
2023-2024,motivos_que_levam_a_empresa_a_nao_usar_ai_genrativa_e_llms_falta_de_expertise_ou_falta_de_recursos,binaria_multiselect,84.5,grupo_nao_exibido_ao_respondente
2023-2024,motivos_que_levam_a_empresa_a_nao_usar_ai_genrativa_e_llms_alta_direcao_da_empresa_nao_ve_valor_ou_nao_ve_como_prioridade,binaria_multiselect,84.5,grupo_nao_exibido_ao_respondente
2023-2024,motivos_que_levam_a_empresa_a_nao_usar_ai_genrativa_e_llms_preocupacoes_com_propriedade_intelectual,binaria_multiselect,84.5,grupo_nao_exibido_ao_respondente
2023-2024,quais_desses_papeis_cargos_fazem_parte_do_time_ou_chapter_de_dados_da_sua_empresa_analytics_engineer,binaria_multiselect,83.8,grupo_nao_exibido_ao_respondente
2023-2024,quais_desses_papeis_cargos_fazem_parte_do_time_ou_chapter_de_dados_da_sua_empresa_engenharia_de_dados_data_engineer,binaria_multiselect,83.8,grupo_nao_exibido_ao_respondente
2023-2024,quais_desses_papeis_cargos_fazem_parte_do_time_ou_chapter_de_dados_da_sua_empresa_analista_de_dados_data_analyst,binaria_multiselect,83.8,grupo_nao_exibido_ao_respondente
2023-2024,quais_desses_papeis_cargos_fazem_parte_do_time_ou_chapter_de_dados_da_sua_empresa_cientista_de_dados_data_scientist,binaria_multiselect,83.8,grupo_nao_exibido_ao_respondente
2023-2024,quais_desses_papeis_cargos_fazem_parte_do_time_ou_chapter_de_dados_da_sua_empresa_database_administrator_dba,binaria_multiselect,83.8,grupo_nao_exibido_ao_respondente
2023-2024,quais_desses_papeis_cargos_fazem_parte_do_time_ou_chapter_de_dados_da_sua_empresa_analista_de_business_intelligence_bi,binaria_multiselect,83.8,grupo_nao_exibido_ao_respondente
2023-2024,quais_desses_papeis_cargos_fazem_parte_do_time_ou_chapter_de_dados_da_sua_empresa_arquiteto_de_dados_data_architect,binaria_multiselect,83.8,grupo_nao_exibido_ao_respondente
2023-2024,quais_desses_papeis_cargos_fazem_parte_do_time_ou_chapter_de_dados_da_sua_empresa_data_product_manager_dpm,binaria_multiselect,83.8,grupo_nao_exibido_ao_respondente
2023-2024,quais_desses_papeis_cargos_fazem_parte_do_time_ou_chapter_de_dados_da_sua_empresa_business_analyst,binaria_multiselect,83.8,grupo_nao_exibido_ao_respondente
2023-2024,tipos_de_uso_de_ai_generativa_e_llms_na_empresa_ai_generativa_e_llms_para_melhorar_produtos_externos,binaria_multiselect,83.7,grupo_nao_exibido_ao_respondente
2023-2024,quais_dessas_responsabilidades_fazem_parte_da_sua_rotina_atual_de_trabalho_como_gestor_pensar_na_visao_de_longo_prazo_de_dados_da_empresa_e_fortalecimento_da_cultura_analitica_da_companhia,binaria_multiselect,83.5,grupo_nao_exibido_ao_respondente
2023-2024,quais_dessas_responsabilidades_fazem_parte_da_sua_rotina_atual_de_trabalho_como_gestor_organizacao_de_treinamentos_e_iniciativas_com_o_objetivo_de_aumentar_a_maturidade_analitica_das_areas_de_negocios,binaria_multiselect,83.5,grupo_nao_exibido_ao_respondente
2023-2024,quais_dessas_responsabilidades_fazem_parte_da_sua_rotina_atual_de_trabalho_como_gestor_atracao_selecao_e_contratacao_de_talentos_para_o_time_de_dados,binaria_multiselect,83.5,grupo_nao_exibido_ao_respondente
2023-2024,quais_dessas_responsabilidades_fazem_parte_da_sua_rotina_atual_de_trabalho_como_gestor_decisao_sobre_contratacao_de_ferramentas_e_tecnologias_relacionadas_a_dados,binaria_multiselect,83.5,grupo_nao_exibido_ao_respondente
2023-2024,quais_dessas_responsabilidades_fazem_parte_da_sua_rotina_atual_de_trabalho_como_gestor_sou_gestor_da_equipe_responsavel_pela_engenharia_de_dados_e_por_manter_o_data_lake_da_empresa_como_fonte_unica_dos_dados_garantindo_a_qualidade_e_confiabilidade_da_informacao,binaria_multiselect,83.5,grupo_nao_exibido_ao_respondente
2023-2024,quais_dessas_responsabilidades_fazem_parte_da_sua_rotina_atual_de_trabalho_como_gestor_sou_gestor_da_equipe_responsavel_pela_entrega_de_dados_estudos_relatorios_e_dashboards_para_as_areas_de_negocio_da_empresa,binaria_multiselect,83.5,grupo_nao_exibido_ao_respondente
2023-2024,quais_dessas_responsabilidades_fazem_parte_da_sua_rotina_atual_de_trabalho_como_gestor_sou_gestor_da_equipe_responsavel_por_iniciativas_e_projetos_envolvendo_inteligencia_artificial_e_machine_learning,binaria_multiselect,83.5,grupo_nao_exibido_ao_respondente
2023-2024,quais_dessas_responsabilidades_fazem_parte_da_sua_rotina_atual_de_trabalho_como_gestor_apesar_de_ser_gestor_ainda_atuo_na_parte_tecnica_construindo_solucoes_analises_modelos_etc,binaria_multiselect,83.5,grupo_nao_exibido_ao_respondente
2023-2024,quais_dessas_responsabilidades_fazem_parte_da_sua_rotina_atual_de_trabalho_como_gestor_gestao_de_projetos_de_dados_cuidando_das_etapas_equipes_envolvidas_atingimento_dos_objetivos_etc,binaria_multiselect,83.5,grupo_nao_exibido_ao_respondente
2023-2024,quais_dessas_responsabilidades_fazem_parte_da_sua_rotina_atual_de_trabalho_como_gestor_gestao_de_produtos_de_dados_cuidando_da_visao_dos_produtos_backlog_feedback_de_usuarios_etc,binaria_multiselect,83.5,grupo_nao_exibido_ao_respondente
2023-2024,quais_dessas_responsabilidades_fazem_parte_da_sua_rotina_atual_de_trabalho_como_gestor_gestao_de_pessoas_apoio_no_desenvolvimento_das_pessoas_evolucao_de_carreira,binaria_multiselect,83.5,grupo_nao_exibido_ao_respondente
2023-2024,quais_sao_os_3_maiores_desafios_que_voce_tem_como_gestor_no_atual_momento_a_contratar_novos_talentos,binaria_multiselect,83.5,grupo_nao_exibido_ao_respondente
2023-2024,quais_sao_os_3_maiores_desafios_que_voce_tem_como_gestor_no_atual_momento_b_reter_talentos,binaria_multiselect,83.5,grupo_nao_exibido_ao_respondente
2023-2024,quais_sao_os_3_maiores_desafios_que_voce_tem_como_gestor_no_atual_momento_c_convencer_a_empresa_a_aumentar_os_investimentos_na_area_de_dados,binaria_multiselect,83.5,grupo_nao_exibido_ao_respondente
2023-2024,quais_sao_os_3_maiores_desafios_que_voce_tem_como_gestor_no_atual_momento_d_gestao_de_equipes_no_ambiente_remoto,binaria_multiselect,83.5,grupo_nao_exibido_ao_respondente
2023-2024,quais_sao_os_3_maiores_desafios_que_voce_tem_como_gestor_no_atual_momento_e_gestao_de_projetos_envolvendo_areas_multidisciplinares_da_empresa,binaria_multiselect,83.5,grupo_nao_exibido_ao_respondente
2023-2024,quais_sao_os_3_maiores_desafios_que_voce_tem_como_gestor_no_atual_momento_f_organizar_as_informacoes_e_garantir_a_qualidade_e_confiabilidade,binaria_multiselect,83.5,grupo_nao_exibido_ao_respondente
2023-2024,quais_sao_os_3_maiores_desafios_que_voce_tem_como_gestor_no_atual_momento_g_conseguir_processar_e_armazenar_um_alto_volume_de_dados,binaria_multiselect,83.5,grupo_nao_exibido_ao_respondente
2023-2024,quais_sao_os_3_maiores_desafios_que_voce_tem_como_gestor_no_atual_momento_h_conseguir_gerar_valor_para_as_areas_de_negocios_atraves_de_estudos_e_experimentos,binaria_multiselect,83.5,grupo_nao_exibido_ao_respondente
2023-2024,quais_sao_os_3_maiores_desafios_que_voce_tem_como_gestor_no_atual_momento_i_desenvolver_e_manter_modelos_machine_learning_em_producao,binaria_multiselect,83.5,grupo_nao_exibido_ao_respondente
2023-2024,quais_sao_os_3_maiores_desafios_que_voce_tem_como_gestor_no_atual_momento_j_gerenciar_a_expectativa_das_areas_de_negocio_em_relacao_as_entregas_das_equipes_de_dados,binaria_multiselect,83.5,grupo_nao_exibido_ao_respondente
2023-2024,quais_sao_os_3_maiores_desafios_que_voce_tem_como_gestor_no_atual_momento_k_garantir_a_manutencao_dos_projetos_e_modelos_em_producao_em_meio_ao_crescimento_da_empresa,binaria_multiselect,83.5,grupo_nao_exibido_ao_respondente
2023-2024,quais_sao_os_3_maiores_desafios_que_voce_tem_como_gestor_no_atual_momento_conseguir_levar_inovacao_para_a_empresa_atraves_dos_dados,binaria_multiselect,83.5,grupo_nao_exibido_ao_respondente
2023-2024,quais_sao_os_3_maiores_desafios_que_voce_tem_como_gestor_no_atual_momento_garantir_retorno_do_investimento_roi_em_projetos_de_dados,binaria_multiselect,83.5,grupo_nao_exibido_ao_respondente
2023-2024,quais_sao_os_3_maiores_desafios_que_voce_tem_como_gestor_no_atual_momento_dividir_o_tempo_entre_entregas_tecnicas_e_gestao,binaria_multiselect,83.5,grupo_nao_exibido_ao_respondente
2023-2024,cargo_como_gestor,categorica_escolha_unica,83.1,condicional_ao_perfil
2023-2024,qual_o_numero_aproximado_de_pessoas_que_atuam_com_dados_na_sua_empresa_hoje,categorica_escolha_unica,83.1,condicional_ao_perfil
2023-2024,ai_generativa_e_uma_prioridade_em_sua_empresa,categorica_escolha_unica,83.1,condicional_ao_perfil
2023-2024,quais_das_opcoes_abaixo_fazem_parte_da_sua_rotina_no_trabalho_atual_como_engenheiro_de_dados_desenvolvo_pipelines_de_dados_utilizando_linguagens_de_programacao_como_python_scala_java_etc,binaria_multiselect,82.8,grupo_nao_exibido_ao_respondente
2023-2024,quais_das_opcoes_abaixo_fazem_parte_da_sua_rotina_no_trabalho_atual_como_engenheiro_de_dados_realizo_construcoes_de_etl's_em_ferramentas_como_pentaho_talend_dataflow_etc,binaria_multiselect,82.8,grupo_nao_exibido_ao_respondente
2023-2024,quais_das_opcoes_abaixo_fazem_parte_da_sua_rotina_no_trabalho_atual_como_engenheiro_de_dados_crio_consultas_atraves_da_linguagem_sql_para_exportar_informacoes_e_compartilhar_com_as_areas_de_negocio,binaria_multiselect,82.8,grupo_nao_exibido_ao_respondente
2023-2024,quais_das_opcoes_abaixo_fazem_parte_da_sua_rotina_no_trabalho_atual_como_engenheiro_de_dados_atuo_na_integracao_de_diferentes_fontes_de_dados_atraves_de_plataformas_proprietarias_como_stitch_data_fivetran_etc,binaria_multiselect,82.8,grupo_nao_exibido_ao_respondente
2023-2024,quais_das_opcoes_abaixo_fazem_parte_da_sua_rotina_no_trabalho_atual_como_engenheiro_de_dados_modelo_solucoes_de_arquitetura_de_dados_criando_componentes_de_ingestao_de_dados_transformacao_e_recuperacao_da_informacao,binaria_multiselect,82.8,grupo_nao_exibido_ao_respondente
2023-2024,quais_das_opcoes_abaixo_fazem_parte_da_sua_rotina_no_trabalho_atual_como_engenheiro_de_dados_desenvolvo_cuido_da_manutencao_de_repositorios_de_dados_baseados_em_streaming_de_eventos_como_data_lakes_e_data_lakehouses,binaria_multiselect,82.8,grupo_nao_exibido_ao_respondente
2023-2024,quais_das_opcoes_abaixo_fazem_parte_da_sua_rotina_no_trabalho_atual_como_engenheiro_de_dados_atuo_na_modelagem_dos_dados_com_o_objetivo_de_criar_conjuntos_de_dados_como_data_warehouses_data_marts_etc,binaria_multiselect,82.8,grupo_nao_exibido_ao_respondente
2023-2024,quais_das_opcoes_abaixo_fazem_parte_da_sua_rotina_no_trabalho_atual_como_engenheiro_de_dados_cuido_da_qualidade_dos_dados_metadados_e_dicionario_de_dados,binaria_multiselect,82.8,grupo_nao_exibido_ao_respondente
2023-2024,quais_das_opcoes_abaixo_fazem_parte_da_sua_rotina_no_trabalho_atual_como_engenheiro_de_dados_nenhuma_das_opcoes_listadas_refletem_meu_dia_a_dia,binaria_multiselect,82.8,grupo_nao_exibido_ao_respondente
2023-2024,quais_as_ferramentas_tecnologias_de_etl_que_voce_utiliza_no_trabalho_como_data_engineer_scripts_python,binaria_multiselect,82.8,grupo_nao_exibido_ao_respondente
2023-2024,quais_as_ferramentas_tecnologias_de_etl_que_voce_utiliza_no_trabalho_como_data_engineer_sql_&_stored_procedures,binaria_multiselect,82.8,grupo_nao_exibido_ao_respondente
2023-2024,quais_as_ferramentas_tecnologias_de_etl_que_voce_utiliza_no_trabalho_como_data_engineer_apache_airflow,binaria_multiselect,82.8,grupo_nao_exibido_ao_respondente
2023-2024,quais_as_ferramentas_tecnologias_de_etl_que_voce_utiliza_no_trabalho_como_data_engineer_apache_nifi,binaria_multiselect,82.8,grupo_nao_exibido_ao_respondente
2023-2024,quais_as_ferramentas_tecnologias_de_etl_que_voce_utiliza_no_trabalho_como_data_engineer_luigi,binaria_multiselect,82.8,grupo_nao_exibido_ao_respondente
2023-2024,quais_as_ferramentas_tecnologias_de_etl_que_voce_utiliza_no_trabalho_como_data_engineer_aws_glue,binaria_multiselect,82.8,grupo_nao_exibido_ao_respondente
2023-2024,quais_as_ferramentas_tecnologias_de_etl_que_voce_utiliza_no_trabalho_como_data_engineer_talend,binaria_multiselect,82.8,grupo_nao_exibido_ao_respondente
2023-2024,quais_as_ferramentas_tecnologias_de_etl_que_voce_utiliza_no_trabalho_como_data_engineer_pentaho,binaria_multiselect,82.8,grupo_nao_exibido_ao_respondente
2023-2024,quais_as_ferramentas_tecnologias_de_etl_que_voce_utiliza_no_trabalho_como_data_engineer_alteryx,binaria_multiselect,82.8,grupo_nao_exibido_ao_respondente
2023-2024,quais_as_ferramentas_tecnologias_de_etl_que_voce_utiliza_no_trabalho_como_data_engineer_stitch,binaria_multiselect,82.8,grupo_nao_exibido_ao_respondente
2023-2024,quais_as_ferramentas_tecnologias_de_etl_que_voce_utiliza_no_trabalho_como_data_engineer_fivetran,binaria_multiselect,82.8,grupo_nao_exibido_ao_respondente
2023-2024,quais_as_ferramentas_tecnologias_de_etl_que_voce_utiliza_no_trabalho_como_data_engineer_google_dataflow,binaria_multiselect,82.8,grupo_nao_exibido_ao_respondente
2023-2024,quais_as_ferramentas_tecnologias_de_etl_que_voce_utiliza_no_trabalho_como_data_engineer_oracle_data_integrator,binaria_multiselect,82.8,grupo_nao_exibido_ao_respondente
2023-2024,quais_as_ferramentas_tecnologias_de_etl_que_voce_utiliza_no_trabalho_como_data_engineer_ibm_datastage,binaria_multiselect,82.8,grupo_nao_exibido_ao_respondente
2023-2024,quais_as_ferramentas_tecnologias_de_etl_que_voce_utiliza_no_trabalho_como_data_engineer_sap_bw_etl,binaria_multiselect,82.8,grupo_nao_exibido_ao_respondente
